2025-02-09 22:46:36.284 | 35908:53896 | INFO     | __main__:main:959 | Main: Initializing research agent
2025-02-09 22:46:38.296 | 35908:53896 | INFO     | scripts.knowledge_acquisition:initialize:322 | KnowledgeAcquisition: Graph database initialized
2025-02-09 22:46:38.297 | 35908:53896 | INFO     | __main__:_research_topics:247 | Search: Searching for: test_domain overview
2025-02-09 22:46:43.059 | 35908:53896 | INFO     | __main__:_research_topics:247 | Search: Searching for: test_domain key concepts
2025-02-09 22:46:51.509 | 35908:53896 | INFO     | __main__:_research_topics:247 | Search: Searching for: test_domain latest developments
2025-02-09 22:46:59.624 | 35908:53896 | INFO     | __main__:_research_topics:247 | Search: Searching for: test_domain research papers
2025-02-09 22:47:10.115 | 35908:53896 | INFO     | __main__:run:657 | Execution: Executing task 1: _synthesize_knowledge
2025-02-09 22:47:10.116 | 35908:53896 | INFO     | __main__:run:668 | Execution: Found 10 sources for synthesis
2025-02-09 22:47:10.120 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:325 | Knowledge Synthesis: Processing source: What is Domain Testing in Software Testing? (with Example) - Guru99 (source_1.txt)
2025-02-09 22:47:10.121 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:329 | Knowledge Synthesis: Content preview:
Skip to content !Guru99( + Bugzilla By : ![Thomas Hamilton Hours UpdatedApril 30, 2024 ## What is Domain Testing? **Domain Testing** is a Software Testing * Simpler Practice of Domain Testing * Domain Testing Strategy * Domain Testing Example * Domain Testing Structure ## Simpler Practice of Domain Testing In domain testing, we divide a domain into sub-domains (equivalence classes) and then test using values from each subdomain. For example, if a website (domain) has been given for testing, we w...
2025-02-09 22:47:10.123 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:444 | KnowledgeAcquisition: Starting source processing with content length: 6384
2025-02-09 22:47:10.125 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:448 | KnowledgeAcquisition: Content preview:
Skip to content !Guru99( + Bugzilla By : ![Thomas Hamilton Hours UpdatedApril 30, 2024 ## What is Domain Testing? **Domain Testing** is a Software Testing * Simpler Practice of Domain Testing * Domain...
2025-02-09 22:47:10.126 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:451 | KnowledgeAcquisition: Extracting entities...
2025-02-09 22:47:11.057 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:458 | KnowledgeAcquisition: Extracted 10 entities: ['Machine Learning', 'Deep Learning', 'Neural Networks', 'TensorFlow', 'Python', 'Keras', 'Computer Vision', 'Natural Language Processing', 'Big Data', 'Cloud Computing']
2025-02-09 22:47:11.059 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:464 | KnowledgeAcquisition: Extracting relationships...
2025-02-09 22:47:11.473 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:478 | KnowledgeAcquisition: Extracted 1 relationships
2025-02-09 22:47:11.474 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:482 | KnowledgeAcquisition: Relationship: Machine Learning -> related_to -> Deep Learning
2025-02-09 22:47:11.475 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:488 | KnowledgeAcquisition: Generating metadata...
2025-02-09 22:47:12.552 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:495 | KnowledgeAcquisition: Generated metadata: {'source_type': 'text', 'confidence_score': 0.9, 'domain_relevance': 0.8, 'timestamp': '2024-02-09T12:00:00.000Z', 'validation_status': 'processed', 'domain': 'machine_learning'}
2025-02-09 22:47:12.553 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:501 | KnowledgeAcquisition: Evaluating confidence...
2025-02-09 22:47:13.835 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:511 | KnowledgeAcquisition: Confidence score: 0.85
2025-02-09 22:47:13.846 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:325 | Knowledge Synthesis: Processing source: Free Website Authority Checker (& How to Improve Yours) (source_11.txt)
2025-02-09 22:47:13.847 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:329 | Knowledge Synthesis: Content preview:
!grid-line !( Keri Engel January 10, 2025 Our free website authority checker lets you check domain authority for any website on the internet. To get your analysis, just enter a domain name and hit enter. The website authority report is split into six sections. First, you’ll see an overview of domain metrics, like your authority score. This indicates the level of trust that !undefined:** Combines factors like link quality, organic traffic, and spam presence to create an accurate measure, aiming t...
2025-02-09 22:47:13.849 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:444 | KnowledgeAcquisition: Starting source processing with content length: 1060
2025-02-09 22:47:13.850 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:448 | KnowledgeAcquisition: Content preview:
!grid-line !( Keri Engel January 10, 2025 Our free website authority checker lets you check domain authority for any website on the internet. To get your analysis, just enter a domain name and hit ent...
2025-02-09 22:47:13.851 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:451 | KnowledgeAcquisition: Extracting entities...
2025-02-09 22:47:14.669 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:458 | KnowledgeAcquisition: Extracted 10 entities: ['Machine Learning', 'Deep Learning', 'Neural Networks', 'TensorFlow', 'Python', 'Natural Language Processing', 'Computer Vision', 'Data Science', 'Artificial Intelligence', 'Big Data']
2025-02-09 22:47:14.671 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:464 | KnowledgeAcquisition: Extracting relationships...
2025-02-09 22:47:19.633 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.635 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.636 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.638 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.640 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.642 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.643 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.646 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.647 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.649 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.651 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.653 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.655 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.656 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.658 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.660 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.661 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:19.662 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:478 | KnowledgeAcquisition: Extracted 1 relationships
2025-02-09 22:47:19.664 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:482 | KnowledgeAcquisition: Relationship: Machine Learning -> related_to -> Deep Learning
2025-02-09 22:47:19.665 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:488 | KnowledgeAcquisition: Generating metadata...
2025-02-09 22:47:20.741 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:495 | KnowledgeAcquisition: Generated metadata: {'source_type': 'text', 'confidence_score': 0.9, 'domain_relevance': 0.8, 'timestamp': '2024-02-09T12:42:32.000Z', 'validation_status': 'processed', 'domain': 'machine_learning'}
2025-02-09 22:47:20.743 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:501 | KnowledgeAcquisition: Evaluating confidence...
2025-02-09 22:47:22.163 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:511 | KnowledgeAcquisition: Confidence score: 0.8
2025-02-09 22:47:22.173 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:325 | Knowledge Synthesis: Processing source: Domain testing - Wikipedia (source_13.txt)
2025-02-09 22:47:22.174 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:329 | Knowledge Synthesis: Content preview:
# Domain testing **Domain testing** is a software testing technique that involves selecting a small number of test cases from a nearly infinite group of candidate test cases. It is one of the most widely practiced software testing techniques. Domain knowledge plays a very critical role while testing domain-specific work.[1](#cite_note-FOOTNOTEKaner199728-1)[2](#cite_note-FOOTNOTEClarke1976215–222-2)[3](#cite_note-FOOTNOTEClarkeHassellRichardson1982380–390-3)[4](#cite_note-FOOTNOTEMyers1979-4)[5]...
2025-02-09 22:47:22.176 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:444 | KnowledgeAcquisition: Starting source processing with content length: 2222
2025-02-09 22:47:22.178 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:448 | KnowledgeAcquisition: Content preview:
# Domain testing **Domain testing** is a software testing technique that involves selecting a small number of test cases from a nearly infinite group of candidate test cases. It is one of the most wid...
2025-02-09 22:47:22.179 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:451 | KnowledgeAcquisition: Extracting entities...
2025-02-09 22:47:23.262 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:458 | KnowledgeAcquisition: Extracted 12 entities: ['Machine Learning', 'Deep Learning', 'Neural Networks', 'TensorFlow', 'Python', 'GPU', 'Backpropagation', 'Gradient Descent', 'Convolutional Neural Networks (CNNs)', 'Recurrent Neural Networks (RNNs)', 'Natural Language Processing (NLP)', 'Computer Vision']
2025-02-09 22:47:23.264 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:464 | KnowledgeAcquisition: Extracting relationships...
2025-02-09 22:47:27.536 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.538 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.540 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.542 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.543 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.545 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.546 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.547 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.549 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.550 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.551 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.553 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.554 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.556 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.557 | 35908:53896 | WARNING  | scripts.knowledge_acquisition:_extract_relationships:798 | Relationship Extraction: Relationship confidence too low: 0.26666666666666666
2025-02-09 22:47:27.559 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:478 | KnowledgeAcquisition: Extracted 1 relationships
2025-02-09 22:47:27.561 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:482 | KnowledgeAcquisition: Relationship: Machine Learning -> related_to -> Deep Learning
2025-02-09 22:47:27.562 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:488 | KnowledgeAcquisition: Generating metadata...
2025-02-09 22:47:28.607 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:495 | KnowledgeAcquisition: Generated metadata: {'source_type': 'text', 'confidence_score': 0.9, 'domain_relevance': 0.8, 'timestamp': '2024-02-09T12:42:32.000Z', 'validation_status': 'processed', 'domain': 'machine_learning'}
2025-02-09 22:47:28.609 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:501 | KnowledgeAcquisition: Evaluating confidence...
2025-02-09 22:47:30.084 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:511 | KnowledgeAcquisition: Confidence score: 0.8
2025-02-09 22:47:30.093 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:325 | Knowledge Synthesis: Processing source: Check Domain Authority Score【No Login, Super Fast, FREE】 (source_15.txt)
2025-02-09 22:47:30.095 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:329 | Knowledge Synthesis: Content preview:
![AI Writer for SEO Domain Authority (DA) is a metric that predicts how well a website is likely to rank on DA is determined by analyzing multiple factors, including the number of linking root domains and the total count of links, culminating in a single DA score. This score is commonly used for comparing the ranking potential of different websites or monitoring a website's strength over time. It's important to understand that Domain Authority is not utilized by Google in its ## Examples of doma...
2025-02-09 22:47:30.097 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:444 | KnowledgeAcquisition: Starting source processing with content length: 5785
2025-02-09 22:47:30.098 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:448 | KnowledgeAcquisition: Content preview:
![AI Writer for SEO Domain Authority (DA) is a metric that predicts how well a website is likely to rank on DA is determined by analyzing multiple factors, including the number of linking root domains...
2025-02-09 22:47:30.100 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:451 | KnowledgeAcquisition: Extracting entities...
2025-02-09 22:47:30.731 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:458 | KnowledgeAcquisition: Extracted 10 entities: ['Machine Learning', 'Neural Networks', 'TensorFlow', 'Deep Learning', 'Artificial Intelligence', 'Big Data', 'Data Science', 'Python', 'Cloud Computing', 'GPU']
2025-02-09 22:47:30.733 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:464 | KnowledgeAcquisition: Extracting relationships...
2025-02-09 22:47:31.147 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:478 | KnowledgeAcquisition: Extracted 1 relationships
2025-02-09 22:47:31.149 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:482 | KnowledgeAcquisition: Relationship: Machine Learning -> related_to -> Neural Networks
2025-02-09 22:47:31.151 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:488 | KnowledgeAcquisition: Generating metadata...
2025-02-09 22:47:32.243 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:495 | KnowledgeAcquisition: Generated metadata: {'source_type': 'text', 'confidence_score': 0.9, 'domain_relevance': 0.8, 'timestamp': '2024-02-09T12:45:00.000Z', 'validation_status': 'processed', 'domain': 'machine_learning'}
2025-02-09 22:47:32.244 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:501 | KnowledgeAcquisition: Evaluating confidence...
2025-02-09 22:47:33.595 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:511 | KnowledgeAcquisition: Confidence score: 0.85
2025-02-09 22:47:33.602 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:325 | Knowledge Synthesis: Processing source: CHECK DOMAIN OVERVIEW - SmallSEOTools.com (source_17.txt)
2025-02-09 22:47:33.604 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:329 | Knowledge Synthesis: Content preview:
![Image of website logo( Login( * ![PRO Pricing( * Plagiarism Checker( * Free Grammar Checker( * Reverse Image * [Paraphrasing Tool( * Login( × !image of languages( EN English - EN( русский - RU( 日本語 - JA( Italiano - IT( Français - FR( Português - PT( Español - ES( Deutsche - DE( 中文 - ZH( !Report Bug( # CHECK DOMAIN OVERVIEW Use website checker to get a domain overview and have a better insight into the online presence of a website. Just enter the domain or URL below and click the big blue "Chec...
2025-02-09 22:47:33.605 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:444 | KnowledgeAcquisition: Starting source processing with content length: 7208
2025-02-09 22:47:33.607 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:448 | KnowledgeAcquisition: Content preview:
![Image of website logo( Login( * ![PRO Pricing( * Plagiarism Checker( * Free Grammar Checker( * Reverse Image * [Paraphrasing Tool( * Login( × !image of languages( EN English - EN( русский - RU( 日本語 ...
2025-02-09 22:47:33.609 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:451 | KnowledgeAcquisition: Extracting entities...
2025-02-09 22:47:34.498 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:458 | KnowledgeAcquisition: Extracted 10 entities: ['Machine Learning', 'Deep Learning', 'Neural Networks', 'TensorFlow', 'Python', 'Artificial Intelligence', 'Big Data', 'Data Science', 'Cloud Computing', 'Natural Language Processing']
2025-02-09 22:47:34.500 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:464 | KnowledgeAcquisition: Extracting relationships...
2025-02-09 22:47:34.893 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:478 | KnowledgeAcquisition: Extracted 1 relationships
2025-02-09 22:47:34.895 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:482 | KnowledgeAcquisition: Relationship: Machine Learning -> related_to -> Deep Learning
2025-02-09 22:47:34.896 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:488 | KnowledgeAcquisition: Generating metadata...
2025-02-09 22:47:35.948 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:495 | KnowledgeAcquisition: Generated metadata: {'source_type': 'text', 'confidence_score': 0.9, 'domain_relevance': 0.8, 'timestamp': '2024-02-09T12:42:32.000Z', 'validation_status': 'processed', 'domain': 'machine_learning'}
2025-02-09 22:47:35.950 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:501 | KnowledgeAcquisition: Evaluating confidence...
2025-02-09 22:47:37.310 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:511 | KnowledgeAcquisition: Confidence score: 0.85
2025-02-09 22:47:37.319 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:325 | Knowledge Synthesis: Processing source: .TEST Domain (source_19.txt)
2025-02-09 22:47:37.320 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:329 | Knowledge Synthesis: Content preview:
* Domain Name * [Business Name Generator with .TEST? * Yes, you can use internationalized domain names (IDNs) with .TEST domains, allowing the use of non-Latin characters in the domain name. * Are there any SEO benefits to using a .TEST domain? * Using a .TEST domain has no inherent SEO benefits over other domain extensions. * What happens if my .TEST domain expires? * If your .TEST domain expires, it typically goes through a grace period where you can renew it without extra fees. After this per...
2025-02-09 22:47:37.322 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:444 | KnowledgeAcquisition: Starting source processing with content length: 6931
2025-02-09 22:47:37.323 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:448 | KnowledgeAcquisition: Content preview:
* Domain Name * [Business Name Generator with .TEST? * Yes, you can use internationalized domain names (IDNs) with .TEST domains, allowing the use of non-Latin characters in the domain name. * Are the...
2025-02-09 22:47:37.325 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:451 | KnowledgeAcquisition: Extracting entities...
2025-02-09 22:47:38.194 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:458 | KnowledgeAcquisition: Extracted 10 entities: ['Machine Learning', 'Neural Networks', 'TensorFlow', 'Deep Learning', 'Python', 'Data Science', 'Artificial Intelligence', 'Big Data', 'Cloud Computing', 'Natural Language Processing']
2025-02-09 22:47:38.197 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:464 | KnowledgeAcquisition: Extracting relationships...
2025-02-09 22:47:38.580 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:478 | KnowledgeAcquisition: Extracted 1 relationships
2025-02-09 22:47:38.582 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:482 | KnowledgeAcquisition: Relationship: Machine Learning -> related_to -> Neural Networks
2025-02-09 22:47:38.583 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:488 | KnowledgeAcquisition: Generating metadata...
2025-02-09 22:47:39.613 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:495 | KnowledgeAcquisition: Generated metadata: {'source_type': 'text', 'confidence_score': 0.9, 'domain_relevance': 0.8, 'timestamp': '2024-02-09T12:42:32.000Z', 'validation_status': 'processed', 'domain': 'machine_learning'}
2025-02-09 22:47:39.615 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:501 | KnowledgeAcquisition: Evaluating confidence...
2025-02-09 22:47:40.936 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:511 | KnowledgeAcquisition: Confidence score: 0.85
2025-02-09 22:47:40.944 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:325 | Knowledge Synthesis: Processing source: Free Website Authority Checker (Enter Any Domain or URL) (source_3.txt)
2025-02-09 22:47:40.946 | 35908:53896 | INFO     | __main__:_synthesize_knowledge:329 | Knowledge Synthesis: Content preview:
* ArticlesArticles + Popular + SEO Fundamentals + Content Marketing + Link Building + Marketing + What Is SEO?For people that are new to + SEO ChecklistCovers technical SEO, On-page SEO, and keyword re + [SEO Audit Checklist18-step guide to get higher Google rankings.Step-by-step guide to building a website in 2024.( * ToolsTools + Free Tools + Tool Guides + Tool Reviews + Keyword Re + Backlink CheckerDiscover who’s linking to you and your competitors.Step-by-step guide to building a website in ...
2025-02-09 22:47:40.949 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:444 | KnowledgeAcquisition: Starting source processing with content length: 12294
2025-02-09 22:47:40.950 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:448 | KnowledgeAcquisition: Content preview:
* ArticlesArticles + Popular + SEO Fundamentals + Content Marketing + Link Building + Marketing + What Is SEO?For people that are new to + SEO ChecklistCovers technical SEO, On-page SEO, and keyword r...
2025-02-09 22:47:40.952 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:451 | KnowledgeAcquisition: Extracting entities...
2025-02-09 22:47:41.772 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:458 | KnowledgeAcquisition: Extracted 10 entities: ['Machine Learning', 'Deep Learning', 'Neural Networks', 'TensorFlow', 'Python', 'Keras', 'Computer Vision', 'Natural Language Processing', 'Big Data', 'Cloud Computing']
2025-02-09 22:47:41.774 | 35908:53896 | INFO     | scripts.knowledge_acquisition:process_source:464 | KnowledgeAcquisition: Extracting relationships...
